"Tabela 6579 - População residente estimada"
"Variável - População residente estimada (Pessoas)"
"Cód.","Município","Ano"
"2111805","Sítio Novo (MA)","17457"
"2111904","Sucupira do Norte (MA)","10471"
"2111953","Sucupira do Riachão (MA)","5088"
"2112001","Tasso Fragoso (MA)","9106"
"2112100","Timbiras (MA)","27344"
"2112209","Timon (MA)","182241"
"2112233","Trizidela do Vale (MA)","23052"
"2112274","Tufilândia (MA)","5633"
"2112308","Tuntum (MA)","37401"
"2112407","Turiaçu (MA)","38905"
"2112456","Turilândia (MA)","33032"
"2112506","Tutóia (MA)","55041"
"2112605","Urbano Santos (MA)","34060"
"2112704","Vargem Grande (MA)","44540"
"2112803","Viana (MA)","53115"
"2112852","Vila Nova dos Martírios (MA)","10575"
"2112902","Vitória do Mearim (MA)","31851"
"2113009","Vitorino Freire (MA)","31906"
"2114007","Zé Doca (MA)","41943"
"2200053","Acauã (PI)","6515"
"2200103","Agricolândia (PI)","5023"
"2200202","Água Branca (PI)","18033"
"2200251","Alagoinha do Piauí (PI)","6901"
"2200277","Alegrete do Piauí (PI)","4713"
"2200301","Alto Longá (PI)","13734"
"2200400","Altos (PI)","49637"
"2200459","Alvorada do Gurguéia (PI)","5459"
"2200509","Amarante (PI)","17577"
"2200608","Angical do Piauí (PI)","6982"
"2200707","Anísio de Abreu (PI)","9631"
"2200806","Antônio Almeida (PI)","3228"
"2200905","Aroazes (PI)","5433"
"2200954","Aroeiras do Itaim (PI)","2766"
"2201002","Arraial (PI)","4593"
"2201051","Assunção do Piauí (PI)","7597"
"2201101","Avelino Lopes (PI)","11106"
"2201150","Baixa Grande do Ribeiro (PI)","13838"
"2201176","Barra D'Alcântara (PI)","4091"
"2201200","Barras (PI)","49533"
"2201309","Barreiras do Piauí (PI)","3334"
"2201408","Barro Duro (PI)","6744"
"2201507","Batalha (PI)","27123"
"2201556","Bela Vista do Piauí (PI)","4208"
"2201572","Belém do Piauí (PI)","3508"
"2201606","Beneditinos (PI)","10104"
"2201705","Bertolínia (PI)","5701"
"2201739","Betânia do Piauí (PI)","6368"
"2201770","Boa Hora (PI)","7108"
"2201804","Bocaina (PI)","4131"
"2201903","Bom Jesus (PI)","30321"
"2201919","Bom Princípio do Piauí (PI)","5786"
"2201929","Bonfim do Piauí (PI)","6089"
"2201945","Boqueirão do Piauí (PI)","6728"
"2201960","Brasileira (PI)","8658"
"2201988","Brejo do Piauí (PI)","3969"
"2202000","Buriti dos Lopes (PI)","20096"
"2202026","Buriti dos Montes (PI)","7538"
"2202059","Cabeceiras do Piauí (PI)","10449"
"2202075","Cajazeiras do Piauí (PI)","3146"
"2202083","Cajueiro da Praia (PI)","8203"
"2202091","Caldeirão Grande do Piauí (PI)","5605"
"2202109","Campinas do Piauí (PI)","4988"
"2202117","Campo Alegre do Fidalgo (PI)","4701"
"2202133","Campo Grande do Piauí (PI)","6188"
"2202174","Campo Largo do Piauí (PI)","7636"
"2202208","Campo Maior (PI)","47074"
"2202251","Canavieira (PI)","3429"
"2202307","Canto do Buriti (PI)","19669"
"2202406","Capitão de Campos (PI)","11347"
"2202455","Capitão Gervásio Oliveira (PI)","4065"
"2202505","Caracol (PI)","10538"
"2202539","Caraúbas do Piauí (PI)","5755"
"2202554","Caridade do Piauí (PI)","5162"
"2202604","Castelo do Piauí (PI)","19663"
"2202653","Caxingó (PI)","5657"
"2202703","Cocal (PI)","29209"
"2202711","Cocal de Telha (PI)","5034"
"2202729","Cocal dos Alves (PI)","6569"
"2202737","Coivaras (PI)","4233"
"2202752","Colônia do Gurguéia (PI)","6287"
"2202778","Colônia do Piauí (PI)","7088"
"2202802","Conceição do Canindé (PI)","5063"
"2202851","Coronel José Dias (PI)","4305"
"2202901","Corrente (PI)","28275"
"2203008","Cristalândia do Piauí (PI)","7454"
"2203107","Cristino Castro (PI)","10772"
"2203206","Curimatá (PI)","11552"
"2203230","Currais (PI)","4968"
"2203255","Curralinhos (PI)","4527"
"2203271","Curral Novo do Piauí (PI)","5185"
"2203305","Demerval Lobão (PI)","16998"
"2203354","Dirceu Arcoverde (PI)","7238"
"2203404","Dom Expedito Lopes (PI)","6421"
"2203420","Domingos Mourão (PI)","4138"
"2203453","Dom Inocêncio (PI)","9335"
"2203503","Elesbão Veloso (PI)","13786"
"2203602","Eliseu Martins (PI)","4435"
"2203701","Esperantina (PI)","42510"
"2203750","Fartura do Piauí (PI)","5414"
"2203800","Flores do Piauí (PI)","4508"
"2203859","Floresta do Piauí (PI)","2364"
"2203909","Floriano (PI)","64150"
"2204006","Francinópolis (PI)","4517"
"2204105","Francisco Ayres (PI)","4494"
"2204154","Francisco Macedo (PI)","2986"
"2204204","Francisco Santos (PI)","8366"
"2204303","Fronteiras (PI)","10382"
"2204352","Geminiano (PI)","5587"
"2204402","Gilbués (PI)","11166"
"2204501","Guadalupe (PI)","10478"
"2204550","Guaribas (PI)","4350"
"2204600","Hugo Napoleão (PI)","3562"
"2204659","Ilha Grande (PI)","9501"
"2204709","Inhuma (PI)","15259"
"2204808","Ipiranga do Piauí (PI)","9620"
"2204907","Isaías Coelho (PI)","7886"
"2205003","Itainópolis (PI)","10980"
"2205102","Itaueira (PI)","10493"
"2205151","Jacobina do Piauí (PI)","5715"
"2205201","Jaicós (PI)","17811"
"2205250","Jardim do Mulato (PI)","4251"
"2205276","Jatobá do Piauí (PI)","4568"
"2205300","Jerumenha (PI)","4600"
"2205359","João Costa (PI)","3031"
"2205409","Joaquim Pires (PI)","14175"
"2205458","Joca Marques (PI)","5535"
"2205508","José de Freitas (PI)","44391"
"2205516","Juazeiro do Piauí (PI)","5311"
"2205524","Júlio Borges (PI)","5499"
"2205532","Jurema (PI)","4505"
"2205540","Lagoinha do Piauí (PI)","3029"
"2205557","Lagoa Alegre (PI)","8449"
"2205565","Lagoa do Barro do Piauí (PI)","5146"
"2205573","Lagoa de São Francisco (PI)","6449"
"2205581","Lagoa do Piauí (PI)","5009"
"2205599","Lagoa do Sítio (PI)","4575"
"2205607","Landri Sales (PI)","5311"
"2205706","Luís Correia (PI)","31775"
"2205805","Luzilândia (PI)","26204"
"2205854","Madeiro (PI)","8218"
"2205904","Manoel Emídio (PI)","5314"
"2205953","Marcolândia (PI)","8783"
"2206001","Marcos Parente (PI)","4848"
"2206050","Massapê do Piauí (PI)","5215"
"2206100","Matias Olímpio (PI)","10875"
"2206209","Miguel Alves (PI)","33071"
"2206308","Miguel Leão (PI)","1352"
"2206357","Milton Brandão (PI)","6678"
"2206407","Monsenhor Gil (PI)","10455"
"2206506","Monsenhor Hipólito (PI)","7751"
"2206605","Monte Alegre do Piauí (PI)","10910"
"2206654","Morro Cabeça no Tempo (PI)","4458"
"2206670","Morro do Chapéu do Piauí (PI)","6547"
"2206696","Murici dos Portelas (PI)","10139"
"2206704","Nazaré do Piauí (PI)","6729"
"2206720","Nazária (PI)","10706"
"2206753","Nossa Senhora de Nazaré (PI)","5406"
"2206803","Nossa Senhora dos Remédios (PI)","8732"
"2206902","Novo Oriente do Piauí (PI)","6178"
"2206951","Novo Santo Antônio (PI)","2886"
"2207009","Oeiras (PI)","39545"
"2207108","Olho D'Água do Piauí (PI)","2725"
"2207207","Padre Marcos (PI)","6481"
"2207306","Paes Landim (PI)","4174"
"2207355","Pajeú do Piauí (PI)","3041"
"2207405","Palmeira do Piauí (PI)","5048"
"2207504","Palmeirais (PI)","13480"
"2207553","Paquetá (PI)","3878"
"2207603","Parnaguá (PI)","10289"
"2207702","Parnaíba (PI)","169552"
"2207751","Passagem Franca do Piauí (PI)","4220"
"2207777","Patos do Piauí (PI)","5461"
"2207793","Pau D'Arco do Piauí (PI)","3972"
"2207801","Paulistana (PI)","21601"
"2207850","Pavussu (PI)","3698"
"2207900","Pedro II (PI)","39039"
"2207934","Pedro Laurentino (PI)","2514"
"2207959","Nova Santa Rita (PI)","4147"
"2208007","Picos (PI)","86228"
"2208106","Pimenteiras (PI)","11528"
"2208205","Pio IX (PI)","17947"
"2208304","Piracuruca (PI)","29849"
"2208403","Piripiri (PI)","67676"
"2208502","Porto (PI)","12312"
"2208551","Porto Alegre do Piauí (PI)","2391"
"2208601","Prata do Piauí (PI)","3098"
"2208650","Queimada Nova (PI)","8936"
"2208700","Redenção do Gurguéia (PI)","8563"
"2208809","Regeneração (PI)","17418"
"2208858","Riacho Frio (PI)","4241"
"2208874","Ribeira do Piauí (PI)","4114"
"2208908","Ribeiro Gonçalves (PI)","6215"
"2209005","Rio Grande do Piauí (PI)","5868"
"2209104","Santa Cruz do Piauí (PI)","5928"
"2209153","Santa Cruz dos Milagres (PI)","3466"
"2209203","Santa Filomena (PI)","6209"
"2209302","Santa Luz (PI)","5425"
"2209351","Santana do Piauí (PI)","4174"
"2209377","Santa Rosa do Piauí (PI)","4690"
"2209401","Santo Antônio de Lisboa (PI)","5938"
"2209450","Santo Antônio dos Milagres (PI)","2189"
"2209500","Santo Inácio do Piauí (PI)","3719"
"2209559","São Braz do Piauí (PI)","4451"
"2209609","São Félix do Piauí (PI)","2885"
"2209658","São Francisco de Assis do Piauí (PI)","5703"
"2209708","São Francisco do Piauí (PI)","5404"
"2209757","São Gonçalo do Gurguéia (PI)","3019"
"2209807","São Gonçalo do Piauí (PI)","4944"
"2209856","São João da Canabrava (PI)","4306"
"2209872","São João da Fronteira (PI)","5615"
"2209906","São João da Serra (PI)","6233"
"2209955","São João da Varjota (PI)","4443"
"2209971","São João do Arraial (PI)","8443"
"2210003","São João do Piauí (PI)","22036"
"2210052","São José do Divino (PI)","4906"
"2210102","São José do Peixe (PI)","3320"
"2210201","São José do Piauí (PI)","6732"
"2210300","São Julião (PI)","6135"
"2210359","São Lourenço do Piauí (PI)","4497"
"2210375","São Luis do Piauí (PI)","2329"
"2210383","São Miguel da Baixa Grande (PI)","2304"
"2210391","São Miguel do Fidalgo (PI)","2870"
"2210409","São Miguel do Tapuio (PI)","17902"
"2210508","São Pedro do Piauí (PI)","14046"
"2210607","São Raimundo Nonato (PI)","40784"
"2210623","Sebastião Barros (PI)","3228"
"2210631","Sebastião Leal (PI)","4572"
"2210656","Sigefredo Pacheco (PI)","9631"
"2210706","Simões (PI)","14650"
"2210805","Simplício Mendes (PI)","14342"
"2210904","Socorro do Piauí (PI)","4184"
"2210938","Sussuapara (PI)","6345"
"2210953","Tamboril do Piauí (PI)","3029"
"2210979","Tanque do Piauí (PI)","2330"
"2211001","Teresina (PI)","902644"
"2211100","União (PI)","47707"
"2211209","Uruçuí (PI)","26501"
"2211308","Valença do Piauí (PI)","22920"
"2211357","Várzea Branca (PI)","5173"
"2211407","Várzea Grande (PI)","4515"
"2211506","Vera Mendes (PI)","3271"
"2211605","Vila Nova do Piauí (PI)","2979"
"2211704","Wall Ferraz (PI)","4117"
"2300101","Abaiara (CE)","10282"
"2300150","Acarape (CE)","14306"
"2300200","Acaraú (CE)","68758"
"2300309","Acopiara (CE)","46215"
"2300408","Aiuaba (CE)","14220"
"2300507","Alcântaras (CE)","11754"
"2300606","Altaneira (CE)","6970"
"2300705","Alto Santo (CE)","14418"
"2300754","Amontada (CE)","44342"
"2300804","Antonina do Norte (CE)","7484"
"2300903","Apuiarés (CE)","13219"
"2301000","Aquiraz (CE)","84737"
"2301109","Aracati (CE)","78752"
"2301208","Aracoiaba (CE)","26696"
"2301257","Ararendá (CE)","11485"
"2301307","Araripe (CE)","20223"
"2301406","Aratuba (CE)","11459"
"2301505","Arneiroz (CE)","7619"
"2301604","Assaré (CE)","22212"
"2301703","Aurora (CE)","24267"
"2301802","Baixio (CE)","5832"
"2301851","Banabuiú (CE)","17654"
"2301901","Barbalha (CE)","80217"
"2301950","Barreira (CE)","23351"
"2302008","Barro (CE)","19669"
"2302057","Barroquinha (CE)","14977"
"2302107","Baturité (CE)","36978"
"2302206","Beberibe (CE)","55666"
"2302305","Bela Cruz (CE)","34441"
"2302404","Boa Viagem (CE)","52169"
"2302503","Brejo Santo (CE)","53778"
"2302602","Camocim (CE)","65031"
"2302701","Campos Sales (CE)","26082"
"2302800","Canindé (CE)","77207"
"2302909","Capistrano (CE)","17760"
"2303006","Caridade (CE)","16419"
"2303105","Cariré (CE)","18075"
"2303204","Caririaçu (CE)","27482"
"2303303","Cariús (CE)","17333"
"2303402","Carnaubal (CE)","17758"
"2303501","Cascavel (CE)","76365"
"2303600","Catarina (CE)","9577"
"2303659","Catunda (CE)","10817"
"2303709","Caucaia (CE)","375730"
"2303808","Cedro (CE)","22678"
"2303907","Chaval (CE)","12805"
"2303931","Choró (CE)","12380"
"2303956","Chorozinho (CE)","20763"
"2304004","Coreaú (CE)","21438"
"2304103","Crateús (CE)","79809"
"2304202","Crato (CE)","138232"
"2304236","Croatá (CE)","18007"
"2304251","Cruz (CE)","31847"
"2304269","Deputado Irapuan Pinheiro (CE)","9172"
"2304277","Ereré (CE)","6393"
"2304285","Eusébio (CE)","80304"
"2304301","Farias Brito (CE)","18557"
"2304350","Forquilha (CE)","25127"
"2304400","Fortaleza (CE)","2574412"
"2304459","Fortim (CE)","18052"
"2304509","Frecheirinha (CE)","16362"
"2304608","General Sampaio (CE)","6924"
"2304657","Graça (CE)","14174"
"2304707","Granja (CE)","55633"
"2304806","Granjeiro (CE)","4960"
"2304905","Groaíras (CE)","11313"
"2304954","Guaiúba (CE)","25085"
"2305001","Guaraciaba do Norte (CE)","44294"
"2305100","Guaramiranga (CE)","5819"
"2305209","Hidrolândia (CE)","18225"
"2305233","Horizonte (CE)","79934"
"2305266","Ibaretama (CE)","12191"
"2305308","Ibiapina (CE)","24649"
"2305332","Ibicuitinga (CE)","11979"
"2305357","Icapuí (CE)","22367"
"2305407","Icó (CE)","64802"
"2305506","Iguatu (CE)","102251"
"2305605","Independência (CE)","24530"
"2305654","Ipaporanga (CE)","11937"
"2305704","Ipaumirim (CE)","12441"
"2305803","Ipu (CE)","42968"
"2305902","Ipueiras (CE)","38285"
"2306009","Iracema (CE)","14411"
"2306108","Irauçuba (CE)","24751"
"2306207","Itaiçaba (CE)","7779"
"2306256","Itaitinga (CE)","70679"
"2306306","Itapajé (CE)","49086"
"2306405","Itapipoca (CE)","137892"
"2306504","Itapiúna (CE)","18228"
"2306553","Itarema (CE)","45465"
"2306603","Itatira (CE)","21087"
"2306702","Jaguaretama (CE)","17625"
"2306801","Jaguaribara (CE)","10656"
"2306900","Jaguaribe (CE)","35124"
"2307007","Jaguaruana (CE)","33070"
"2307106","Jardim (CE)","28707"
"2307205","Jati (CE)","8100"
"2307254","Jijoca de Jericoacoara (CE)","27662"
"2307304","Juazeiro do Norte (CE)","303004"
"2307403","Jucás (CE)","24591"
"2307502","Lavras da Mangabeira (CE)","32123"
"2307601","Limoeiro do Norte (CE)","62285"
"2307635","Madalena (CE)","17264"
"2307650","Maracanaú (CE)","249684"
"2307700","Maranguape (CE)","108937"
"2307809","Marco (CE)","27064"
"2307908","Martinópole (CE)","11232"
"2308005","Massapê (CE)","39633"
"2308104","Mauriti (CE)","47406"
"2308203","Meruoca (CE)","15749"
"2308302","Milagres (CE)","26860"
"2308351","Milhã (CE)","14635"
"2308377","Miraíma (CE)","14736"
"2308401","Missão Velha (CE)","38767"
"2308500","Mombaça (CE)","38649"
"2308609","Monsenhor Tabosa (CE)","17664"
"2308708","Morada Nova (CE)","65323"
"2308807","Moraújo (CE)","8516"
"2308906","Morrinhos (CE)","23608"
"2309003","Mucambo (CE)","14009"
"2309102","Mulungu (CE)","10993"
"2309201","Nova Olinda (CE)","15960"
"2309300","Nova Russas (CE)","32014"
"2309409","Novo Oriente (CE)","29043"
"2309458","Ocara (CE)","25218"
"2309508","Orós (CE)","20019"
"2309607","Pacajus (CE)","74825"
"2309706","Pacatuba (CE)","85873"
"2309805","Pacoti (CE)","11442"
"2309904","Pacujá (CE)","6345"
"2310001","Palhano (CE)","9671"
"2310100","Palmácia (CE)","10339"
"2310209","Paracuru (CE)","41447"
"2310258","Paraipaba (CE)","33896"
"2310308","Parambu (CE)","32816"
"2310407","Paramoti (CE)","10528"
"2310506","Pedra Branca (CE)","42257"
"2310605","Penaforte (CE)","9308"
"2310704","Pentecoste (CE)","39715"
"2310803","Pereiro (CE)","15869"
"2310852","Pindoretama (CE)","24607"
"2310902","Piquet Carneiro (CE)","17202"
"2310951","Pires Ferreira (CE)","10952"
"2311009","Poranga (CE)","12423"
"2311108","Porteiras (CE)","17745"
"2311207","Potengi (CE)","8926"
"2311231","Potiretama (CE)","6129"
"2311264","Quiterianópolis (CE)","20506"
"2311306","Quixadá (CE)","88483"
"2311355","Quixelô (CE)","16992"
"2311405","Quixeramobim (CE)","85797"
"2311504","Quixeré (CE)","21607"
"2311603","Redenção (CE)","28359"
"2311702","Reriutaba (CE)","19059"
"2311801","Russas (CE)","74582"
"2311900","Saboeiro (CE)","14036"
"2311959","Salitre (CE)","17220"
"2312007","Santana do Acaraú (CE)","32043"
"2312106","Santana do Cariri (CE)","17388"
"2312205","Santa Quitéria (CE)","41647"
"2312304","São Benedito (CE)","49829"
"2312403","São Gonçalo do Amarante (CE)","57499"
"2312502","São João do Jaguaribe (CE)","5792"
"2312601","São Luís do Curu (CE)","10962"
"2312700","Senador Pompeu (CE)","25143"
"2312809","Senador Sá (CE)","7519"
"2312908","Sobral (CE)","215286"
"2313005","Solonópole (CE)","18736"
"2313104","Tabuleiro do Norte (CE)","32044"
"2313203","Tamboril (CE)","25331"
"2313252","Tarrafas (CE)","7626"
"2313302","Tauá (CE)","64255"
"2313351","Tejuçuoca (CE)","17626"
"2313401","Tianguá (CE)","86137"
"2313500","Trairi (CE)","61516"
"2313559","Tururu (CE)","15457"
"2313609","Ubajara (CE)","34312"
"2313708","Umari (CE)","6993"
"2313757","Umirim (CE)","17804"
"2313807","Uruburetama (CE)","21279"
"2313906","Uruoca (CE)","14243"
"2313955","Varjota (CE)","18660"
"2314003","Várzea Alegre (CE)","40771"
"2314102","Viçosa do Ceará (CE)","62609"
"2400109","Acari (RN)","10865"
"2400208","Açu (RN)","58906"
"2400307","Afonso Bezerra (RN)","11149"
"2400406","Água Nova (RN)","3028"
"2400505","Alexandria (RN)","14042"
"2400604","Almino Afonso (RN)","4806"
"2400703","Alto do Rodrigues (RN)","12857"
"2400802","Angicos (RN)","11973"
"2400901","Antônio Martins (RN)","6738"
"2401008","Apodi (RN)","37390"
"2401107","Areia Branca (RN)","24643"
"2401206","Arês (RN)","13657"
"2401305","Campo Grande (RN)","10045"
"2401404","Baía Formosa (RN)","9098"
"2401453","Baraúna (RN)","28268"
"2401503","Barcelona (RN)","4103"
"2401602","Bento Fernandes (RN)","4920"
"2401651","Bodó (RN)","2363"
"2401701","Bom Jesus (RN)","10279"
"2401800","Brejinho (RN)","12603"
"2401859","Caiçara do Norte (RN)","6474"
"2401909","Caiçara do Rio do Vento (RN)","3359"
"2402006","Caicó (RN)","63339"
"2402105","Campo Redondo (RN)","10504"
"2402204","Canguaretama (RN)","30806"
"2402303","Caraúbas (RN)","20161"
"2402402","Carnaúba dos Dantas (RN)","8267"
"2402501","Carnaubais (RN)","10010"
"2402600","Ceará-Mirim (RN)","83009"
"2402709","Cerro Corá (RN)","11322"
"2402808","Coronel Ezequiel (RN)","5241"
"2402907","Coronel João Pessoa (RN)","4315"
"2403004","Cruzeta (RN)","8238"
"2403103","Currais Novos (RN)","42930"
"2403202","Doutor Severiano (RN)","7253"
"2403251","Parnamirim (RN)","269298"
"2403301","Encanto (RN)","6252"
"2403400","Equador (RN)","5476"
"2403509","Espírito Santo (RN)","10936"
"2403608","Extremoz (RN)","66993"
"2403707","Felipe Guerra (RN)","6458"
"2403756","Fernando Pedroza (RN)","3029"
"2403806","Florânia (RN)","10528"
"2403905","Francisco Dantas (RN)","2763"
"2404002","Frutuoso Gomes (RN)","4231"
"2404101","Galinhos (RN)","2160"
"2404200","Goianinha (RN)","28212"
"2404309","Governador Dix-Sept Rosado (RN)","12239"
"2404408","Grossos (RN)","10251"
"2404507","Guamaré (RN)","15947"
"2404606","Ielmo Marinho (RN)","11903"
"2404705","Ipanguaçu (RN)","14539"
"2404804","Ipueira (RN)","2090"
"2404853","Itajá (RN)","7531"
"2404903","Itaú (RN)","5452"
"2405009","Jaçanã (RN)","8051"
"2405108","Jandaíra (RN)","6748"
"2405207","Janduís (RN)","4834"
"2405306","Januário Cicco (RN)","8836"
"2405405","Japi (RN)","5231"
"2405504","Jardim de Angicos (RN)","2493"
"2405603","Jardim de Piranhas (RN)","14416"
"2405702","Jardim do Seridó (RN)","11952"
"2405801","João Câmara (RN)","34768"
"2405900","João Dias (RN)","2093"
"2406007","José da Penha (RN)","5964"
"2406106","Jucurutu (RN)","18286"
"2406155","Jundiá (RN)","3859"
"2406205","Lagoa d'Anta (RN)","6733"
"2406304","Lagoa de Pedras (RN)","7577"
"2406403","Lagoa de Velhos (RN)","2633"
"2406502","Lagoa Nova (RN)","16126"
"2406601","Lagoa Salgada (RN)","8619"
"2406700","Lajes (RN)","10108"
"2406809","Lajes Pintadas (RN)","4939"
"2406908","Lucrécia (RN)","3579"
"2407005","Luís Gomes (RN)","9286"
"2407104","Macaíba (RN)","86433"
"2407203","Macau (RN)","28384"
"2407252","Major Sales (RN)","4067"
"2407302","Marcelino Vieira (RN)","8092"
"2407401","Martins (RN)","8411"
"2407500","Maxaranguape (RN)","10534"
"2407609","Messias Targino (RN)","4404"
"2407708","Montanhas (RN)","11774"
"2407807","Monte Alegre (RN)","23843"
"2407906","Monte das Gameleiras (RN)","2343"
"2408003","Mossoró (RN)","278034"
"2408102","Natal (RN)","785368"
"2408201","Nísia Floresta (RN)","33949"
